time,open,high,low,close
1459908000,110.491,110.638,110.427,110.465
1459911600,110.466,110.54,110.404,110.455
1459915200,110.455,110.475,110.315,110.381
1459918800,110.381,110.399,110.234,110.309
1459922400,110.307,110.424,110.307,110.385
1459926000,110.383,110.494,110.277,110.408
1459929600,110.408,110.421,110.257,110.388
1459933200,110.388,110.54,110.353,110.361
1459936800,110.362,110.452,110.306,110.312
1459940400,110.312,110.446,110.281,110.403
1459944000,110.403,110.447,110.293,110.331
1459947600,110.329,110.349,110.019,110.087
1459951200,110.087,110.411,109.822,109.97
1459954800,109.97,110.077,109.574,109.639
1459958400,109.639,109.76,109.549,109.719
1459962000,109.719,109.723,109.58,109.602
1459965600,109.602,109.718,109.342,109.655
1459969200,109.654,109.77,109.61,109.755
1459972800,109.753,109.829,109.703,109.788
1459976400,109.789,109.806,109.682,109.741
1459980000,109.741,109.827,109.727,109.731
1459983600,109.729,109.76,109.639,109.721
1459987200,109.72,109.903,109.479,109.521
1459990800,109.522,109.683,109.353,109.482
1459994400,109.481,109.504,109.156,109.265
1459998000,109.261,109.335,109.103,109.286
1460001600,109.287,109.304,109.014,109.094
1460005200,109.094,109.142,108.762,108.867
1460008800,108.87,108.967,108.728,108.798
1460012400,108.8,108.93,108.52,108.568
1460016000,108.566,108.681,108.377,108.38
1460019600,108.383,108.455,108.02,108.292
1460023200,108.292,108.473,108.237,108.336
1460026800,108.337,108.57,108.246,108.544
1460030400,108.544,108.545,108.327,108.364
1460034000,108.365,108.39,107.911,108.153
1460037600,108.155,108.169,107.867,107.923
1460041200,107.925,108.074,107.666,107.988
1460044800,107.99,108.154,107.983,108.143
1460048400,108.143,108.439,108.117,108.152
1460052000,108.153,108.275,108.095,108.241
1460055600,108.24,108.447,108.229,108.392
1460059200,108.394,108.455,108.185,108.185
1460062800,108.182,108.328,108.068,108.257
1460066400,108.26,108.403,108.244,108.331
1460070000,108.334,108.485,108.288,108.474
1460073600,108.476,108.837,108.469,108.711
1460077200,108.712,108.991,108.675,108.89
1460080800,108.887,108.894,108.585,108.622
1460084400,108.622,108.746,108.573,108.647
1460088000,108.648,108.828,108.619,108.776
1460091600,108.776,108.938,108.695,108.703
1460095200,108.703,108.788,108.612,108.746
1460098800,108.748,109.097,108.727,109.055
1460102400,109.054,109.097,108.838,108.937
1460106000,108.937,108.964,108.668,108.753
1460109600,108.752,108.855,108.605,108.665
1460113200,108.663,108.758,108.604,108.613
1460116800,108.617,108.734,108.461,108.703
1460120400,108.705,108.915,108.556,108.621
1460124000,108.622,108.732,108.386,108.399
1460127600,108.401,108.454,108.202,108.377
1460131200,108.377,108.464,108.311,108.372
1460134800,108.372,108.45,108.335,108.414
1460138400,108.415,108.453,108.311,108.336
1460142000,108.339,108.347,108.153,108.17
1460145600,108.17,108.196,108.022,108.032
1460149200,108.032,108.032,108.032,108.032
1460152800,108.032,108.032,108.032,108.032
1460156400,108.032,108.032,108.032,108.032
1460160000,108.032,108.032,108.032,108.032
1460163600,108.032,108.032,108.032,108.032
1460167200,108.032,108.032,108.032,108.032
1460170800,108.032,108.032,108.032,108.032
1460174400,108.032,108.032,108.032,108.032
1460178000,108.032,108.032,108.032,108.032
1460181600,108.032,108.032,108.032,108.032
1460185200,108.032,108.032,108.032,108.032
1460188800,108.032,108.032,108.032,108.032
1460192400,108.032,108.032,108.032,108.032
1460196000,108.032,108.032,108.032,108.032
1460199600,108.032,108.032,108.032,108.032
1460203200,108.032,108.032,108.032,108.032
1460206800,108.032,108.032,108.032,108.032
1460210400,108.032,108.032,108.032,108.032
1460214000,108.032,108.032,108.032,108.032
1460217600,108.032,108.032,108.032,108.032
1460221200,108.032,108.032,108.032,108.032
1460224800,108.032,108.032,108.032,108.032
1460228400,108.032,108.032,108.032,108.032
1460232000,108.032,108.032,108.032,108.032
1460235600,108.032,108.032,108.032,108.032
1460239200,108.032,108.032,108.032,108.032
1460242800,108.032,108.032,108.032,108.032
1460246400,108.032,108.032,108.032,108.032
1460250000,108.032,108.032,108.032,108.032
1460253600,108.032,108.032,108.032,108.032
1460257200,108.032,108.032,108.032,108.032
1460260800,108.032,108.032,108.032,108.032
1460264400,108.032,108.032,108.032,108.032
1460268000,108.032,108.032,108.032,108.032
1460271600,108.032,108.032,108.032,108.032
1460275200,108.032,108.032,108.032,108.032
1460278800,108.032,108.032,108.032,108.032
1460282400,108.032,108.032,108.032,108.032
1460286000,108.032,108.032,108.032,108.032
1460289600,108.032,108.032,108.032,108.032
1460293200,108.032,108.032,108.032,108.032
1460296800,108.032,108.032,108.032,108.032
1460300400,108.032,108.032,108.032,108.032
1460304000,108.032,108.032,108.032,108.032
1460307600,108.032,108.032,108.032,108.032
1460311200,108.032,108.032,108.032,108.032
1460314800,108.032,108.032,108.032,108.032
1460318400,108.032,108.032,108.032,108.032
1460322000,107.968,108.148,107.96,108.083
1460325600,108.084,108.296,107.998,108.259
1460329200,108.259,108.328,108.143,108.291
1460332800,108.291,108.322,107.872,108.021
1460336400,108.02,108.02,107.628,107.786
1460340000,107.787,107.972,107.732,107.943
1460343600,107.943,108.029,107.843,107.854
1460347200,107.854,107.937,107.732,107.852
1460350800,107.852,107.976,107.809,107.91
1460354400,107.912,107.941,107.689,107.863
1460358000,107.866,108.108,107.734,108.059
1460361600,108.059,108.279,108.021,108.14
1460365200,108.138,108.174,108.014,108.052
1460368800,108.052,108.3,108.052,108.216
1460372400,108.215,108.34,108.094,108.246
1460376000,108.246,108.26,108.055,108.175
1460379600,108.175,108.438,108.073,108.092
1460383200,108.091,108.167,107.795,107.824
1460386800,107.823,107.999,107.789,107.966
1460390400,107.966,108.077,107.873,108.009
1460394000,108.01,108.081,107.936,108.061
1460397600,108.063,108.121,107.903,107.926
1460401200,107.931,108.026,107.876,107.904
1460404800,107.903,108.019,107.892,107.942
1460408400,107.941,107.981,107.931,107.955
1460412000,107.959,107.972,107.886,107.92
1460415600,107.92,107.988,107.87,107.947
1460419200,107.947,108.266,107.905,108.052
